Offset = 0 V
Zeit;Spannung_x;Spannung_y
0.0;0.2988963212755713;0.10045759690249938
0.001;0.29800948073972033;0.10045759690249938
0.002;0.2962357996680185;0.10045759690249938
0.003;0.2953489591321675;0.09867891564925349
0.004;0.2953489591321675;0.09867891564925349
0.005;0.2935752780604656;0.09778957502263055
0.006;0.2926884375246147;0.09778957502263055
0.007;0.2918015969887638;0.09690023439600762
0.008;0.2909147564529128;0.09601089376938467
0.009;0.2900279159170619;0.09601089376938467
0.01;0.28825423484536;0.09512155314276173
0.011;0.2873673943095091;0.0942322125161388
0.012;0.2873673943095091;0.09334287188951584
0.013;0.2855937132378072;0.09334287188951584
0.014;0.28470687270195627;0.09245353126289291
0.015;0.28470687270195627;0.09067485000964702
0.016;0.2829331916302544;0.09067485000964702
0.017;0.2829331916302544;0.08978550938302408
0.018;0.28204635109440346;0.08889616875640115
0.019;0.28027267002270156;0.08889616875640115
0.02;0.2793858294868506;0.08800682812977821
0.021;0.2793858294868506;0.08711748750315526
0.022;0.27849898895099967;0.08711748750315526
0.023;0.27761214841514875;0.08711748750315526
0.024;0.2767253078792978;0.08622814687653232
0.025;0.27583846734344686;0.08622814687653232
0.026;0.27406478627174496;0.08444946562328644
0.027;0.27317794573589405;0.0835601249966635
0.028;0.27317794573589405;0.08178144374341761
0.029;0.2722911052000431;0.08178144374341761
0.03;0.27051742412834123;0.08089210311679468
0.031;0.27051742412834123;0.08089210311679468
0.032;0.26874374305663934;0.0791134218635488
0.033;0.2678569025207884;0.0791134218635488
0.034;0.26697006198493745;0.07822408123692585
0.035;0.2660832214490865;0.07733474061030292
0.036;0.26430954037738463;0.07644539998367998
0.037;0.2634226998415337;0.07555605935705703
0.038;0.2634226998415337;0.07555605935705703
0.039;0.2616490187698318;0.07377737810381116
0.04;0.2607621782339809;0.07377737810381116
0.041;0.2598753376981299;0.07288803747718821
0.042;0.258988497162279;0.07288803747718821
0.043;0.2581016566264281;0.07199869685056527
0.044;0.2572148160905771;0.07022001559731939
0.045;0.2563279755547262;0.07022001559731939
0.046;0.2554411350188752;0.07022001559731939
0.047;0.2545542944830243;0.06844133434407351
0.048;0.2536674539471734;0.06844133434407351
0.049;0.2518937728754715;0.06755199371745058
0.05;0.2510069323396205;0.06666265309082763
0.051;0.2501200918037696;0.06577331246420469
0.052;0.2501200918037696;0.06488397183758175
0.053;0.24834641073206773;0.0639946312109588
0.054;0.24657272966036584;0.06310529058433587
0.055;0.24657272966036584;0.06221594995771292
0.056;0.2456858891245149;0.061326609331089986
0.057;0.24391220805281302;0.06043726870446704
0.058;0.24302536751696208;0.06043726870446704
0.059;0.24213852698111116;0.05865858745122116
0.06;0.24213852698111116;0.05776924682459822
0.061;0.24036484590940926;0.05687990619797528
0.062;0.23947800537355832;0.05599056557135234
0.063;0.23859116483770737;0.0551012249447294
0.064;0.23770432430185645;0.05421188431810646
0.065;0.2368174837660055;0.053322543691483516
0.066;0.23504380269430364;0.05243320306486058
0.067;0.23504380269430364;0.05243320306486058
0.068;0.2341569621584527;0.0506545218116147
0.069;0.23327012162260174;0.0506545218116147
0.07;0.2323832810867508;0.04976518118499176
0.071;0.23149644055089985;0.04798649993174588
0.072;0.23060960001504893;0.04798649993174588
0.073;0.22972275947919799;0.04620781867849999
0.074;0.22883591894334704;0.045318478051877054
0.075;0.22794907840749612;0.04442913742525411
0.076;0.22706223787164517;0.043539796798631174
0.077;0.22617539733579423;0.04265045617200823
0.078;0.22528855679994328;0.04176111554538529
0.079;0.22440171626409233;0.04087177491876235
0.08;0.2235148757282414;0.03998243429213941
0.081;0.22262803519239047;0.03909309366551647
0.082;0.22174119465653952;0.03909309366551647
0.083;0.21996751358483765;0.037314412412270584
0.084;0.21996751358483765;0.03642507178564765
0.085;0.21819383251313576;0.035535731159024704
0.086;0.21819383251313576;0.03464639053240177
0.087;0.2164201514414339;0.033757049905778824
0.088;0.21553331090558295;0.03286770927915589
0.089;0.21375962983388108;0.03197836865253294
0.09;0.21287278929803014;0.03108902802591
0.091;0.2119859487621792;0.02931034677266412
0.092;0.21109910822632824;0.02931034677266412
0.093;0.2102122676904773;0.027531665519418238
0.094;0.20932542715462638;0.026642324892795298
0.095;0.20843858661877543;0.025752984266172358
0.096;0.20843858661877543;0.024863643639549418
0.097;0.20666490554707356;0.023974303012926475
0.098;0.20577806501122262;0.023084962386303535
0.099;0.20489122447537167;0.021306281133057655
0.1;0.20311754340366978;0.020416940506434715
0.101;0.20223070286781886;0.01952759987981177
0.102;0.20223070286781886;0.018638259253188832
0.103;0.2013438623319679;0.017748918626565892
0.104;0.1986833407244151;0.01685957799994295
0.105;0.1986833407244151;0.015970237373320012
0.106;0.19779650018856415;0.014191556120074129
0.107;0.1969096596527132;0.014191556120074129
0.108;0.19513597858101134;0.013302215493451189
0.109;0.1942491380451604;0.011523534240205307
0.11;0.19336229750930944;0.009744852986959426
0.111;0.19247545697345853;0.008855512360336486
0.112;0.19158861643760758;0.007966171733713544
0.113;0.19070177590175663;0.007966171733713544
0.114;0.18892809483005474;0.0061874904804676625
0.115;0.18804125429420382;0.004408809227221781
0.116;0.18804125429420382;0.003519468600598841
0.117;0.18626757322250193;0.0017407873473529595
0.118;0.185380732686651;0.0008514467207300188
0.119;0.18449389215080006;-3.789390589292187e-05
0.12;0.1836070516149491;-0.0018165751591388032
0.121;0.1836070516149491;-0.0027059157857617436
0.122;0.18183337054324722;-0.0035952564123846844
0.123;0.1809465300073963;-0.004484597039007625
0.124;0.18005968947154535;-0.005373937665630566
